code,name,definition,source,has_definition,num_synonyms
P04,Fetus and newborn affected by noxious influences transmitted via placenta or breast milk,Fetus and newborn affected by noxious influences transmitted via placenta or breast milk; Newborn affected by noxious substances transmitted via placenta or breast milk; NB aff by noxious substnc transmitd via plcnta or brst milk; nonteratogenic effects of substances transmitted via placenta,ICD10_XML,False,5
P04.0,"Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy, labour and delivery","Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy, labour and delivery; Newborn affected by maternal anesthesia and analgesia in pregnancy, labor and delivery; NB aff by matern anesth and analgesia in preg, labor and del; Newborn affected by reactions and intoxications from maternal opiates and tranquilizers administered for procedures during pregnancy or labor and delivery",ICD10_XML,False,5
P04.1,Fetus and newborn affected by other maternal medication,Fetus and newborn affected by other maternal medication; Newborn affected by other maternal medication,ICD10_XML,False,4
P04.2,Fetus and newborn affected by maternal use of tobacco,Fetus and newborn affected by maternal use of tobacco; Newborn affected by maternal use of tobacco; Newborn affected by exposure in utero to tobacco smoke,ICD10_XML,False,5
P04.3,Fetus and newborn affected by maternal use of alcohol,Newborn affected by maternal use of alcohol; Fetus and newborn affected by maternal use of alcohol,ICD10_XML,False,4
P04.4,Fetus and newborn affected by maternal use of drugs of addiction,Fetus and newborn affected by maternal use of drugs of addiction; Newborn affected by maternal use of drugs of addiction,ICD10_XML,False,4
P04.5,Fetus and newborn affected by maternal use of nutritional chemical substances,Fetus and newborn affected by maternal use of nutritional chemical substances; Newborn affected by maternal use of nutritional chemical substances; Newborn aff by maternal use of nutritional chemical substnc,ICD10_XML,False,4
P04.6,Fetus and newborn affected by maternal exposure to environmental chemical substances,Fetus and newborn affected by maternal exposure to environmental chemical substances; Newborn affected by maternal exposure to environmental chemical substances; Newborn aff by maternal exposure to environ chemical substnc,ICD10_XML,False,4
P04.8,Fetus and newborn affected by other maternal noxious influences,Fetus and newborn affected by other maternal noxious influences; Newborn affected by other maternal noxious substances,ICD10_XML,False,4
P04.9,"Fetus and newborn affected by maternal noxious influence, unspecified","Fetus and newborn affected by maternal noxious influence, unspecified; Newborn affected by maternal noxious substance, unspecified",ICD10_XML,False,4
P05,Slow fetal growth and fetal malnutrition,Slow fetal growth and fetal malnutrition; Disorders of newborn related to slow fetal growth and fetal malnutrition; Disord of NB related to slow fetal growth and fetal malnut,ICD10_XML,False,4
P05.0,Light for gestational age,Light for gestational age; Newborn light-for-dates; Newborn light for gestational age; Weight below but length above 10th percentile for gestational age,ICD10_XML,False,6
P05.1,Small for gestational age,Small for gestational age; Newborn small-and-light-for-dates; Newborn small-for-dates; Newborn small for gestational age; Weight and length below 10th percentile for gestational age. A newborn infant who has weight and/or length at birth more than two standard deviations below the mean for the reference population of the same sex and gestational age.,NCI,True,7
P05.2,Fetal malnutrition without mention of light or small for gestational age,"Fetal malnutrition without mention of light or small for gestational age; Infant, not light or small for gestational age, showing signs of fetal malnutrition, such as dry, peeling skin and loss of subcutaneous tissue; Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age; NB aff by fetal malnut not light or small for gestatnl age",ICD10_XML,False,5
P05.9,"Slow fetal growth, unspecified","Slow fetal growth, unspecified; Newborn affected by fetal growth retardation NOS; Newborn affected by slow intrauterine growth, unspecified. Failure of a FETUS to attain expected GROWTH.",MSH,True,5
P07,"Disorders related to short gestation and low birth weight, not elsewhere classified","Disorders related to short gestation and low birth weight, not elsewhere classified; Disorders of newborn related to short gestation and low birth weight, not elsewhere classified; Disord of NB related to short gest and low birth weight, NEC; the listed conditions, without further specification, as the cause of morbidity or additional care, in newborn",ICD10_XML,False,5
P07.0,Extremely low birth weight,"Extremely low birth weight; Newborn birth weight 999 g. or less; Extremely low birth weight newborn. An infant whose weight at birth is less than 1000 grams (2.2 lbs), regardless of GESTATIONAL AGE.",MSH,True,5
P07.1,Other low birth weight,Other low birth weight; Newborn birth weight 1000-2499 g.; Other low birth weight newborn,ICD10_XML,False,5
P07.2,Extreme immaturity,Extreme immaturity; Less than 28 completed weeks (less than 196 completed days) of gestation.; Extreme immaturity of newborn. An infant born before 28 completed weeks of gestation.,SNOMEDCT_US,True,5
P07.3,Other preterm infants,Prematurity NOS; Other preterm infants; 28 completed weeks or more but less than 37 completed weeks (196 completed days but less than 259 completed days) of gestation.; Preterm [premature] newborn [other],ICD10_XML,False,6
P08,Disorders related to long gestation and high birth weight,"Disorders related to long gestation and high birth weight; Disorders of newborn related to long gestation and high birth weight; Disord of newborn related to long gest and high birth weight; the listed conditions, without further specification, as causes of morbidity or additional care, in newborn",ICD10_XML,False,5
P08.0,Exceptionally large baby,Exceptionally large baby; Usually implies a birth weight of 4500 g. or more; Exceptionally large newborn baby. A newborn infant who has a weight at birth greater than 4500 grams.,NCI,True,5
P08.1,Other heavy for gestational age infants,Other heavy for gestational age infants; Other newborn heavy- or large-for-dates regardless of period of gestation; Usually implies a birth weight of 4000 g. to 4499 g.; Other heavy for gestational age newborn,ICD10_XML,False,6
P08.2,"Post-term infant, not heavy for gestational age","Post-term infant, not heavy for gestational age; Late newborn, not heavy for gestational age",ICD10_XML,False,4
P10,Intracranial laceration and haemorrhage due to birth injury,Intracranial laceration and hemorrhage due to birth injury; Intracranial laceration and haemorrhage due to birth injury,ICD10_XML,False,4
P10.0,Subdural haemorrhage due to birth injury,Subdural hemorrhage due to birth injury; Subdural haemorrhage due to birth injury; Subdural hematoma (localized) due to birth injury,ICD10_XML,False,5
P10.1,Cerebral haemorrhage due to birth injury,Cerebral hemorrhage due to birth injury; Cerebral haemorrhage due to birth injury,ICD10_XML,False,4
P10.2,Intraventricular haemorrhage due to birth injury,Intraventricular hemorrhage due to birth injury; Intraventricular haemorrhage due to birth injury,ICD10_XML,False,4
P10.3,Subarachnoid haemorrhage due to birth injury,Subarachnoid hemorrhage due to birth injury; Subarachnoid haemorrhage due to birth injury,ICD10_XML,False,4
P10.4,Tentorial tear due to birth injury,Tentorial tear due to birth injury. Pertaining to tears involving the tentorium of the cerebellum.,NCI,True,4
P10.8,Other intracranial lacerations and haemorrhages due to birth injury,Other intracranial lacerations and hemorrhages due to birth injury; Other intracranial lacerations and haemorrhages due to birth injury; Oth intcrn lacerations and hemorrhages due to birth injury,ICD10_XML,False,4
P10.9,Unspecified intracranial laceration and haemorrhage due to birth injury,Unspecified intracranial laceration and hemorrhage due to birth injury; Unspecified intracranial laceration and haemorrhage due to birth injury; Unsp intcrn laceration and hemorrhage due to birth injury,ICD10_XML,False,4
P11,Other birth injuries to central nervous system,Other birth injuries to central nervous system,ICD10_XML,False,4
P11.0,Cerebral oedema due to birth injury,Cerebral edema due to birth injury; Cerebral oedema due to birth injury,ICD10_XML,False,4
P11.1,Other specified brain damage due to birth injury,Other specified brain damage due to birth injury,ICD10_XML,False,4
P11.2,Unspecified brain damage due to birth injury,Unspecified brain damage due to birth injury,ICD10_XML,False,4
P11.3,Birth injury to facial nerve,Birth injury to facial nerve; Facial palsy due to birth injury,ICD10_XML,False,5
P11.4,Birth injury to other cranial nerves,Birth injury to other cranial nerves,ICD10_XML,False,4
P11.5,Birth injury to spine and spinal cord,Birth injury to spine and spinal cord; Fracture of spine due to birth injury,ICD10_XML,False,5
P11.9,"Birth injury to central nervous system, unspecified","Birth injury to central nervous system, unspecified",ICD10_XML,False,4
P12,Birth injury to scalp,Birth injury to scalp,ICD10_XML,False,4
P12.0,Cephalhaematoma due to birth injury,"Cephalhematoma due to birth injury; Cephalhaematoma due to birth injury. A subperiosteal hemorrhage limited to the surface of one cranial bone, a usually benign condition seen in the newborn as a result of bone trauma.",NCI,True,4
P12.1,Chignon due to birth injury,Chignon due to birth injury; Chignon (from vacuum extraction) due to birth injury,ICD10_XML,False,4
P12.2,Epicranial subaponeurotic haemorrhage due to birth injury,Subgaleal hemorrhage; Epicranial subaponeurotic hemorrhage due to birth injury; Epicranial subaponeurotic haemorrhage due to birth injury. Bleeding between the scalp and the periosteum.,NCI,True,5
P12.3,Bruising of scalp due to birth injury,Bruising of scalp due to birth injury,ICD10_XML,False,4
P12.4,Monitoring injury of scalp of newborn,Monitoring injury of scalp of newborn; Sampling incision of scalp of newborn; Scalp clip (electrode) injury of newborn; Injury of scalp of newborn due to monitoring equipment,ICD10_XML,False,6
